,BANK,ADDRESS,CITY,DISTRICT,STATE,lat,lon
19,STATE BANK OF INDIA,"SBTBHAVAN,PANAMPILLYNAGAR,ERNAKULAMDISTRICT,KERALA682037",ERNAKULAM,ERNAKULAM,KERALA,10.0085267,76.3441926
20,STATE BANK OF INDIA,"MUTHIAHTOWERNO1,ROYALROAD,TIRUCHIRAPALLI,TIRUCHIRAPALLIDISTRICT,TAMILNADU",TIRUCHIRAPALLI,TIRUCHIRAPALLI,TAMIL NADU,10.799717,78.68068
51,STATE BANK OF INDIA,MANNARKKAD PAYYANADAM ROAD,MANNARKKAD,PALAKKAD,KERALA,11.0160637,76.43941459999999
68,STATE BANK OF INDIA,"THECAPITAL,201,2NDFLOOR,BWING,BANDRAKURLACOMPLEX,BANDRAEAST,MUMBAI400051",MUMBAI,MUMBAI,MAHARASHTRA,19.063374,72.8617812
78,STATE BANK OF INDIA,ELANKOMNAGARTHYCAUDTRIVANDRUM,TIRUVANANTAPURM,THIRUVANANTHAPURAM,KERALA,8.4939643,76.958905
87,STATE BANK OF INDIA,"NO18,VEERASANDRAENTRANCE,ELECTRONICCITYBENGALURU560100",BANGALORE,BANGALORE RURAL,KARNATAKA,12.8377533,77.6738211
89,STATE BANK OF INDIA,"SAKET,NEWDELHI110017",DELHI,DELHI,DELHI,28.5245787,77.206615
92,STATE BANK OF INDIA,"DOORNO88,DORAISWAMYROAD,VADAPALANICHENNAI600026",CHENNAI,CHENNAI,TAMIL NADU,13.0539107,80.21647899999999
93,STATE BANK OF INDIA,"METTUPALAYAMROAD,NEARSRTCORNERSATHYAMANGALAMTAMILNADU638402",SATHYAMANGALAM,ERODE,TAMIL NADU,11.4935692,77.2335756
95,STATE BANK OF INDIA,"SANKAARIMAINROAD,SETHARAMPALAYAM,TIRUCHENGODEPIN637209",TIRUCHENGODU,NAMAKKAL,TAMIL NADU,11.3899825,77.8910547
99,STATE BANK OF INDIA,AMBALATHARAJNPOONTHURAPIN695026,TRIVANDRUM,THIRUVANANTHAPURAM,KERALA,8.4471495,76.9464593
128,STATE BANK OF INDIA,"PANTHEERANKAVU,CALICUTKERALAPIN673019",CALICUT,KOZHIKODE,KERALA,11.2255414,75.8504904
138,STATE BANK OF INDIA,SRINIVASANAGARCOLONYASRAONAGARSECUNDERABAD,HYDERABAD,HYDERABAD,TELANGANA,17.4792825,78.5612728
144,STATE BANK OF INDIA,NO33NORTHPARKSTAMBATTURCHENNAI600053,AMBATTUR,THIRUVALLUR,TAMIL NADU,13.119681,80.15083059999999
153,STATE BANK OF INDIA,"MALLESHPALAYAMAINRD,NEWTIPPASANDRAPOBANGALORE560075",BANGALORE,BANGALORE URBAN,KARNATAKA,12.974533,77.67139999999999
157,STATE BANK OF INDIA,SRIDEVICOMPLEXVIJAYANAGARA2NDSTAGEMYSORE570017,MYSORE,MYSORE,KARNATAKA,12.3315894,76.6013383
158,STATE BANK OF INDIA,"JP NAGAR,BANGALORE",BANGALORE,BANGALORE URBAN,KARNATAKA,12.910491,77.5857168
159,STATE BANK OF INDIA,"ELECTONIC CITY,BANGALORE",BANGALORE,BANGALORE URBAN,KARNATAKA,12.8399389,77.6770031
166,STATE BANK OF INDIA,"ALUMINIBLOCK,FAROOKCOLLEGECAMPUS,KOZHIKODEDISTT,KARALA-673632",FEROKE,KOZHIKODE,KERALA,11.1983509,75.857247
167,STATE BANK OF INDIA,"KUNDUPARAMBUROAD,KARAPARAMBUPO,KOZHIKODEDISTT,KERALA-673010",CALICUT,KOZHIKODE,KERALA,11.2998375,75.78656529999999
194,STATE BANK OF INDIA,"STATEBANKOFTRAVANCORE,CLASSICHERITAGEBUILDING,NEARBPSSPORTSCLUB,PAJIFOND,MARGAO403601MAR",MARGAO,SOUTH GOA,GOA,15.2771203,73.9621496
